,date,hospitalized
199,9/3/20,0
200,9/4/20,1
201,9/5/20,0
202,9/6/20,0
203,9/7/20,0
204,9/8/20,0
205,9/9/20,0
206,9/10/20,0
207,9/11/20,0
208,9/12/20,0
209,9/13/20,2
210,9/14/20,0
211,9/15/20,1
212,9/16/20,0
213,9/17/20,0
214,9/18/20,0
215,9/19/20,0
216,9/20/20,2
217,9/21/20,1
218,9/22/20,0
219,9/23/20,0
220,9/24/20,1
221,9/25/20,0
222,9/26/20,0
223,9/27/20,0
224,9/28/20,0
225,9/29/20,0
226,9/30/20,2
227,10/1/20,0
228,10/2/20,1
229,10/3/20,3
230,10/4/20,3
231,10/5/20,0
232,10/6/20,0
233,10/7/20,0
234,10/8/20,0
235,10/9/20,0
236,10/10/20,3
237,10/11/20,0
238,10/12/20,0
239,10/13/20,2
240,10/14/20,0
241,10/15/20,1
242,10/16/20,0
243,10/17/20,1
244,10/18/20,0
245,10/19/20,0
246,10/20/20,0
247,10/21/20,0
248,10/22/20,0
249,10/23/20,0
250,10/24/20,0
251,10/25/20,0
252,10/26/20,0
253,10/27/20,0
254,10/28/20,0
255,10/29/20,0
256,10/30/20,0
257,10/31/20,0
258,11/1/20,0
259,11/2/20,0
260,11/3/20,0
261,11/4/20,0
262,11/5/20,0
263,11/6/20,0
264,11/7/20,0
265,11/8/20,0
266,11/9/20,0
267,11/10/20,0
268,11/11/20,1
269,11/12/20,0
270,11/13/20,0
271,11/14/20,0
272,11/15/20,0
273,11/16/20,0
274,11/17/20,0
275,11/18/20,0
276,11/19/20,0
277,11/20/20,0
278,11/21/20,0
279,11/22/20,0
280,11/23/20,0
281,11/24/20,0
282,11/25/20,0
283,11/26/20,0
284,11/27/20,0
285,11/28/20,0
286,11/29/20,0
287,11/30/20,0
288,12/1/20,3
289,12/2/20,0
290,12/3/20,0
291,12/4/20,0
292,12/5/20,0
293,12/6/20,1
294,12/7/20,3
295,12/8/20,2
296,12/9/20,1
297,12/10/20,1
298,12/11/20,4
299,12/12/20,6
300,12/13/20,1
301,12/14/20,7
302,12/15/20,2
303,12/16/20,3
304,12/17/20,4
305,12/18/20,0
306,12/19/20,5
307,12/20/20,1
308,12/21/20,2
309,12/22/20,1
310,12/23/20,7
311,12/24/20,4
312,12/25/20,1
313,12/26/20,3
314,12/27/20,3
315,12/28/20,0
316,12/29/20,11
317,12/30/20,7
318,12/31/20,4
319,1/1/21,0
320,1/2/21,8
321,1/3/21,13
322,1/4/21,8
323,1/5/21,8
324,1/6/21,5
325,1/7/21,6
326,1/8/21,5
327,1/9/21,3
328,1/10/21,8
329,1/11/21,9
330,1/12/21,6
331,1/13/21,8
332,1/14/21,3
333,1/15/21,0
334,1/16/21,4
335,1/17/21,9
336,1/18/21,5
337,1/19/21,8
338,1/20/21,5
339,1/21/21,5
340,1/22/21,8
341,1/23/21,6
342,1/24/21,4
343,1/25/21,2
344,1/26/21,6
345,1/27/21,2
346,1/28/21,1
347,1/29/21,3
348,1/30/21,2
349,1/31/21,4
350,2/1/21,6
351,2/2/21,3
352,2/3/21,5
353,2/4/21,13
354,2/5/21,3
355,2/6/21,3
356,2/7/21,0
357,2/8/21,0
358,2/9/21,1
359,2/10/21,5
360,2/11/21,0
361,2/12/21,1
362,2/13/21,4
363,2/14/21,3
364,2/15/21,3
365,2/16/21,2
366,2/17/21,6
367,2/18/21,1
368,2/19/21,1
369,2/20/21,5
370,2/21/21,1
371,2/22/21,2
372,2/23/21,0
373,2/24/21,0
374,2/25/21,0
375,2/26/21,5
376,2/27/21,1
377,2/28/21,0
378,3/1/21,0
379,3/2/21,0
380,3/3/21,2
381,3/4/21,0
382,3/5/21,0
383,3/6/21,2
384,3/7/21,0
385,3/8/21,1
386,3/9/21,0
387,3/10/21,4
388,3/11/21,3
389,3/12/21,0
390,3/13/21,2
391,3/14/21,1
392,3/15/21,3
393,3/16/21,4
394,3/17/21,1
395,3/18/21,0
396,3/19/21,1
397,3/20/21,1
398,3/21/21,0
399,3/22/21,0
400,3/23/21,0
401,3/24/21,0
402,3/25/21,0
403,3/26/21,0
404,3/27/21,0
405,3/28/21,0
406,3/29/21,0
407,3/30/21,0
408,3/31/21,0
409,4/1/21,0
410,4/2/21,0
411,4/3/21,0
412,4/4/21,0
413,4/5/21,0
414,4/6/21,0
415,4/7/21,0
416,4/8/21,0
417,4/9/21,0
418,4/10/21,0
419,4/11/21,0
420,4/12/21,0
421,4/13/21,0
422,4/14/21,0
423,4/15/21,0
